ID,preco
24813264385557040124808779273028388499,59435.93
295636316453795508942188530111300065666,115231.05
101258309166227950735244624080888109884,94517.3
28348734455782469411126661985772047409,75206.87
193163160502972147671913739170248305797,111150.19
139253630820409254168638205788326666528,158136.62
326419999691485719634639600759445224896,128346.29
156628370616815763571334368907335612965,70181.914
36614410630357613931262379258535860898,134768.25
291271888210612274188960413687029000366,78219.96
123391565781278664516139635130262687131,124405.52
123706016861869402593139363350178946109,148437.16
36632577625670249282745154628154771956,176059.97
164207595063444188201781760346040950101,197094.08
239955085429338493258803589990879190331,297275.5
69245480563980661813837672936667978073,121661.41
213083299276273770441012668108180731534,173151.14
318159762424298853917632625763830087825,292150.2
33117132854758695177972115283474846588,145402.94
88691358898287974383112409767244045575,52315.473
104291660125102256822964448683795800829,98217.82
229159049944290757731992432258835580843,165184.58
266762076297176898039742519457728636794,171944.45
104580115312884789809424369774941896788,126036.43
198749598127132169075473932214557525537,123636.73
123052955459382316472159620428895623465,110642.54
274967927992094175606306142032269903560,116633.516
94029055283268215743939664009292516397,83081.945
316578267456959884921976601380284250110,111535.86
306685910665250798444039816450779149649,105185.164
66188027549532863985405599220925581449,66712.71
134376189051393721209029719875324497592,108197.57
196852379045120150434314692968333478877,166115.55
194896253925792256227269282874037598624,49871.332
30802913571397204261055892050656735204,203973.25
311594726202050728936634725325305285941,71418.945
56844591140680249279081033814842458251,56244.316
287932267471201009088612783110160474077,242759.78
227707541582330630651928671952232686013,68795.45
159865565498151686879177908437186969038,170347.22
213134344122764704997927180701963458068,235608.55
297237340057109307358959850637282327720,70650.12
39707508005092033474162988356547803403,146546.7
238883064995760960612489258822141116363,64299.605
328910600247775907684540774590673241956,115084.98
236443163133501554079465818887790419849,130574.26
339086611587907933259827091023380074017,234024.17
46762682352639841018005998314762241314,73866.53
332851965360873278751690249890598375787,163176.22
318962844431368296188428342222111798753,123442.68
29508733157411291188236397269743090442,234979.78
303899172930803198024495387312850315642,85207.19
147829693968192690980098974989103235349,224035.62
311952951456192568648075675322657702346,187365.25
214816736410055860693875412617840710187,186728.23
114342436621935401359342391703516446050,99230.414
105262926829261771335255175229497885298,87107.055
322757841954279565741052983110073930012,111823.96
87414772137318321056123452036506901451,119958.8
223712323530225776358311832143332374347,173078.98
79580031853927560411469032076370094174,95285.69
265553325344719242763690405389117404391,106386.61
146362474592218570897268283516726744173,88944.29
220100655478069334717968847612868495093,149789.95
194649061979690036596547232860495078676,159812.67
110302618697904040920367837020821736696,102701.99
67541029598097310843066980947045387347,68855.18
326659650604085308594008997463481485542,278149.7
192629759139105254963681311828877536485,129724.78
69841710307063976164565845258080626474,135051.95
249409999947534645866018577008644108808,120708.41
85866492976659266017671403272270701589,94970.43
262690598736005095491981277995787534235,60280.047
264871944513586820378114060586798646134,55246.246
65007011447431746792723280259168964989,127384.04
161125983096686963551715774966853935353,158469.67
149786487098779079932604937718722546167,123142.02
82865159330185716574718876498180913490,59345.08
330341121168412370869120817048660757361,332128.66
321749243383101771384831259671578569635,55803.793
332284587688029231672069911333129450581,86924.16
48814639719301625788525539017696752510,142602.0
310333670475181716214887780269841308365,377926.2
146067400642563592738543618999500736370,139818.73
277085524159263416468005408045248649177,51753.97
295571151333363528695777400893621841401,84861.64
119205574987012978478276451880752948075,168190.23
242095588993907306471620944508060374174,233670.25
81709535747591510989842069877824610462,53010.867
15848323671865414634182168863145090478,271990.22
145998175230215899308191208624899609601,144824.19
196015598052727600130379279789704352702,120931.25
180024349419380327843159234070791996786,45498.656
84393957089093451386684441360705434680,162979.31
252611373696960182404568442047053612350,145549.03
320603192346586151710015616951615770670,92641.6
232885107743284925726051622596675829242,184374.75
190249439704678534242390020114941396796,104410.9
256422820272973677524453523504837708215,82541.83
276535793783122819818526170874158887999,228035.98
183552244068628862003459132664331721445,202227.12
227314973421136955463152802461516237919,169632.94
69681696505336346357973889859314254600,72023.39
269316870661181099528103976002444258488,104863.35
128561331595683396216422237719004539990,70561.17
145297488656302959040249746388914516471,50276.387
58917214584820841138638409867430474859,104978.32
255341330599262704540564465465257241948,121136.71
88943750403904423882211193683466538084,392283.5
310910585309799441337555954251833949079,260594.6
63193552785558409760157978248444781262,118294.57
258579450435332148831405637593353374130,90174.8
213896251220602527095349942470074589345,51599.61
192539017657160520281474481423887976405,77526.984
92332061513982969944762185254010501705,91332.83
193001554941784690706085872563608368817,86230.51
75527819784571187962199110193099980616,68489.086
47063285741367175295277353123758277742,92801.3
267965721128868562015930409583697225958,75783.0
50940220762624598618525594592546212117,83839.53
278526283875232512486438797895800749452,77140.67
64581794010047170689091129965524968401,168930.02
155670954143914273959315537499853730336,243232.98
168357383490123442485940066378941087064,122933.87
156237096706300493284779269111219114001,156034.83
186898212376822949690313553922281072856,286890.47
159815295722605748196670594054248795533,146317.83
292835379925030498413555446379794152853,98834.22
298828706438321035894683602861355989686,100740.516
61519200800641392598504633559021184251,61826.027
142383175201736274150686729536193682719,128772.83
279510904953396104839941616543562549361,60529.715
192019515019464920897340034309886945197,218173.36
188987908104470547117285491059947238683,104501.45
86503335130539252589575930085525220512,345885.6
121499632395623164711620603043665131122,64280.906
223251930626793769837497075939653261596,137022.22
339043079067466199197919097218233426618,122885.1
206408821724575800098809144313368160727,102993.695
41227077571660459714164824109572627888,128396.234
93590499760051381595969375996271559611,159830.34
103548763887848411696184635919172048722,204341.81
32999934380034043567257544358711791975,128680.51
11597285848694041474958038790479547880,199970.42
14099181007036252790267337857910101065,132773.66
99483316755158959062267950550332086333,124063.47
287461661344676229540767493850097586866,139175.23
298678438882567553309157470675959396678,121842.195
40296380173213352022019178703102300240,127503.15
53891031349909174429713265625110552795,58664.586
10351816839490264400836779865541549707,77938.57
25264689748705324889969432406629913168,68206.26
191416597600111050005212770899263913785,154386.03
313900563813876677367923912910997317835,295836.22
288362370674997073600433840572192819666,198902.84
28246726049248901622097646140437129815,143328.56
13529626492922433822123375198537433734,130061.84
325857743874000454747150258369784626918,91234.37
140980541127567150887204134126879013300,92013.266
190572216849802750842327645117781658998,121060.836
312056818982449997262310371058196308242,73302.03
294447800337469077920405592841190830676,92829.09
69582326712290377670123267424368507042,113692.67
315570046575297731096916713164172196038,175247.02
929477407488224910291995620038388023,86453.414
187084377231660053596686601394042558301,134941.48
200810546512511215687759172629350192280,50609.19
298339540395398234573891800974953888113,47190.84
67661053781971165828839485333659270993,123308.55
10824128957473980185323325903086309502,193410.25
302370931832633166347480954406448511937,255225.42
28065606854640892071002546824657176583,50923.26
282010439859626078893759639851516276513,157872.33
78152255437855808363018495328805734165,237521.22
330428788516779223558140844883049282089,67892.99
307727673345718339322819413175561648721,39824.484
108163779989214413573163951440787096559,112782.516
82188465593192307517422259259817007578,100454.81
25017867074856823529453979346186751520,119280.15
255416836604447310975322407431761385421,96832.21
179074742713365265334600321151855005340,115029.125
65758494877743826816814872778103161865,86634.08
297650152411213114278083863428212684052,192973.4
68876633088097062317284667640435986974,208854.56
84286946302880993576264389865922668087,211326.97
234406464128438789237410698198309595452,167689.42
